region,district,year,month,rainfall_mm,rainfall_avg_mm,rainfall_anomaly_pct,rainfall_1m_mm,rainfall_1m_avg_mm,rainfall_1m_anomaly_pct,rainfall_3m_mm,rainfall_3m_avg_mm,rainfall_3m_anomaly_pct,flood_flag,drought_flag,price_cowpeas,price_groundnuts,price_maize,price_millet,price_rice,price_sorghum,price_lag1,price_change_pct,price_volatility_3m,price_shock_flag,conflict_events,fatalities_total,flood_displace_events,conflict_events_lag1,flood_displace_lag1,high_conflict_flag,season_phase,is_lean_season,district_vulnerability,ipc_phase,flood_price_interaction
Ashanti,Obuasi Municipal,2020,2,1.913,2.333,-28.467,5.743,7.0,-25.633,17.227,21.0,-22.767,0,0,23.89,21.32,9.92,10.46,18.51,8.1,11.12,-10.79,16.87,0.0,1.0,0.0,0.0,8.0,2.0,0.0,lean,1,1,2,-0.0
Ashanti,Obuasi Municipal,2020,3,6.07,6.333,10.567,18.213,19.0,9.533,54.647,57.0,8.467,0,0,24.8,22.81,8.3,9.84,17.32,7.0,9.92,-16.33,10.521,0.0,2.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2020,4,6.7,5.333,17.6,20.103,16.0,15.833,60.31,48.0,14.067,0,0,22.32,19.12,8.9,7.9,18.37,6.36,8.3,7.23,12.319,0.0,1.0,0.0,1.0,2.0,0.0,0.0,planting_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2020,5,2.87,3.5,-13.925,8.61,10.5,-12.525,25.828,31.5,-11.125,0,0,19.39,19.24,7.98,6.77,17.21,6.14,8.9,-10.34,12.245,0.0,3.0,0.0,0.0,1.0,1.0,1.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2020,6,3.3,3.0,16.0,9.9,9.0,14.433,29.7,27.0,12.8,0,0,19.06,18.83,7.55,7.94,19.63,6.41,7.98,-5.39,9.06,0.0,1.0,0.0,0.0,3.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2020,7,1.963,2.667,-22.833,5.887,8.0,-20.533,17.66,24.0,-18.267,0,0,21.55,21.06,9.76,7.6,18.31,6.42,7.55,29.27,21.582,1.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,3,0.0
Ashanti,Obuasi Municipal,2020,8,3.057,3.0,-0.3,9.173,9.0,-0.267,27.517,27.0,-0.233,0,0,21.18,22.79,10.03,9.12,19.59,7.34,9.76,2.77,18.121,0.0,1.0,0.0,0.0,1.0,0.0,0.0,inter_season,0,1,1,0.0
Ashanti,Obuasi Municipal,2020,9,8.0,6.667,14.3,23.993,20.0,12.867,71.98,60.0,11.433,0,0,19.37,22.3,9.45,8.28,18.74,7.26,10.03,-5.78,18.275,0.0,2.0,0.0,0.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2020,10,12.043,9.667,6.6,36.133,29.0,5.933,108.4,87.0,5.3,0,0,21.08,22.56,8.89,7.77,17.14,6.47,9.45,-5.93,4.98,0.0,4.0,1.0,1.0,2.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Obuasi Municipal,2020,11,26.267,27.667,-6.2,78.79,83.0,-5.6,236.37,249.0,-4.967,0,0,22.78,20.32,8.8,8.19,18.49,7.12,8.89,-1.01,2.798,0.0,2.0,0.0,0.0,4.0,1.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2020,12,31.243,24.0,31.833,93.73,72.0,28.633,281.19,216.0,25.467,0,0,22.4,20.03,10.55,8.86,18.51,7.76,8.8,19.89,13.709,0.0,4.0,2.0,1.0,2.0,0.0,1.0,lean,1,1,3,0.0
Ashanti,Obuasi Municipal,2021,1,8.973,10.0,-27.933,26.93,30.0,-25.133,80.787,90.0,-22.367,0,0,25.78,24.98,10.83,11.39,19.07,8.85,10.55,2.65,11.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Obuasi Municipal,2021,2,2.093,1.667,21.667,6.277,5.0,19.5,18.827,15.0,17.333,0,0,26.28,24.59,10.27,10.89,20.59,8.67,10.83,-5.17,12.822,0.0,2.0,1.0,0.0,4.0,1.0,0.0,lean,1,1,2,-0.0
Ashanti,Obuasi Municipal,2021,3,7.123,8.333,-16.067,21.38,25.0,-14.467,64.143,75.0,-12.833,0,0,24.27,19.96,10.89,9.92,20.82,7.68,10.27,6.04,5.749,0.0,1.0,1.0,0.0,2.0,0.0,0.0,planting_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2021,4,5.48,4.0,32.0,16.437,12.0,28.833,49.317,36.0,25.6,0,0,21.72,20.36,8.61,8.28,19.06,6.46,10.89,-20.94,13.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,5,3.01,3.333,-14.233,9.03,10.0,-12.833,27.093,30.0,-11.433,0,0,22.29,21.58,8.35,7.87,18.13,6.66,8.61,-3.02,13.73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,6,2.67,3.0,-20.333,8.003,9.0,-18.267,24.01,27.0,-16.267,0,0,21.12,20.66,8.06,8.71,18.7,7.15,8.35,-3.47,10.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,7,3.207,2.667,20.167,9.62,8.0,18.133,28.857,24.0,16.1,0,0,22.22,19.98,8.8,8.96,19.95,6.91,8.06,9.18,7.177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2021,8,2.683,3.0,-15.967,8.053,9.0,-14.4,24.153,27.0,-12.8,0,0,24.52,22.78,11.18,8.74,19.45,7.43,8.8,27.05,15.334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,inter_season,0,1,2,0.0
Ashanti,Obuasi Municipal,2021,9,2.937,6.667,-39.5,8.81,20.0,-35.533,26.43,60.0,-31.633,0,0,22.45,25.72,10.56,9.2,18.07,6.81,11.18,-5.55,16.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,10,10.933,9.667,6.2,32.807,29.0,5.6,98.413,87.0,4.933,0,0,21.14,22.3,10.35,8.5,19.19,6.71,10.56,-1.99,17.883,0.0,2.0,4.0,0.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,11,32.25,27.667,18.833,96.753,83.0,16.933,290.253,249.0,15.1,0,0,19.71,22.06,9.05,8.42,21.05,6.63,10.35,-12.56,5.378,0.0,1.0,0.0,1.0,2.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2021,12,24.76,24.0,-4.2,74.277,72.0,-3.8,222.827,216.0,-3.333,0,0,24.6,21.81,11.21,10.34,20.11,7.54,9.05,23.87,18.742,1.0,1.0,0.0,0.0,1.0,1.0,0.0,lean,1,1,3,0.0
Ashanti,Obuasi Municipal,2022,1,5.065,8.0,-34.85,15.2,24.0,-31.375,45.598,72.0,-27.875,0,0,32.73,31.6,12.59,14.07,24.92,11.27,11.21,12.31,18.616,0.0,3.0,0.0,0.0,1.0,0.0,1.0,lean,1,1,3,0.0
Ashanti,Obuasi Municipal,2022,2,1.48,1.5,11.05,4.43,4.5,9.95,13.28,13.5,8.85,0,0,34.48,29.53,13.64,14.86,24.46,11.05,12.59,8.34,8.068,0.0,2.0,2.0,0.0,3.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Obuasi Municipal,2022,3,8.053,8.333,-4.2,24.157,25.0,-3.733,72.47,75.0,-3.367,0,0,31.8,27.78,12.73,13.31,24.46,9.68,13.64,-6.67,10.011,0.0,1.0,0.0,0.0,2.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2022,4,3.877,4.0,-3.6,11.633,12.0,-3.233,34.9,36.0,-2.867,0,0,26.82,25.67,10.56,11.14,25.8,8.21,12.73,-17.05,12.765,0.0,3.0,3.0,0.0,1.0,0.0,1.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2022,5,3.712,3.0,21.675,11.138,9.0,19.525,33.412,27.0,17.35,0,0,26.89,26.91,10.91,10.59,25.38,8.14,10.56,3.31,10.181,0.0,2.0,3.0,0.0,3.0,0.0,0.0,growing_s1,0,1,1,0.0
Ashanti,Obuasi Municipal,2022,6,4.077,3.333,14.133,12.23,10.0,12.733,36.693,30.0,11.3,0,0,28.7,27.9,10.9,10.44,26.26,9.17,10.91,-0.09,10.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2022,7,2.433,2.667,-9.367,7.297,8.0,-8.433,21.893,24.0,-7.533,0,0,28.71,28.99,12.22,10.79,26.06,8.83,10.9,12.11,6.296,0.0,1.0,2.0,0.0,2.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2022,8,6.213,4.0,60.533,18.64,12.0,54.5,55.923,36.0,48.467,1,0,32.55,29.1,13.36,12.04,25.48,10.01,12.22,9.33,6.394,0.0,3.0,0.0,0.0,1.0,0.0,1.0,inter_season,0,1,3,9.33
Ashanti,Obuasi Municipal,2022,9,4.617,5.667,-30.167,13.85,17.0,-27.133,41.56,51.0,-24.133,0,0,30.13,30.14,13.99,10.73,26.03,8.82,13.36,4.72,3.733,0.0,4.0,1.0,1.0,3.0,0.0,1.0,growing_s2,0,1,2,0.0
Ashanti,Obuasi Municipal,2022,10,19.247,18.0,20.9,57.743,54.0,18.833,173.233,162.0,16.733,0,0,30.45,32.64,12.1,10.7,24.86,9.06,13.99,-13.51,12.078,0.0,2.0,0.0,1.0,4.0,1.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2022,11,26.22,23.333,6.6,78.66,70.0,5.933,235.987,210.0,5.3,0,0,25.45,28.52,11.46,10.7,25.64,9.05,12.1,-5.29,9.13,0.0,3.0,1.0,0.0,2.0,1.0,1.0,harvest_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2022,12,26.313,25.0,3.5,78.947,75.0,3.133,236.837,225.0,2.8,0,0,30.79,29.52,13.12,13.3,27.52,8.86,11.46,14.49,14.392,0.0,3.0,1.0,0.0,3.0,0.0,1.0,lean,1,1,2,0.0
Ashanti,Obuasi Municipal,2023,1,3.843,4.667,2.633,11.537,14.0,2.4,34.603,42.0,2.133,0,0,26.97,24.45,11.78,12.96,20.71,9.77,13.12,-10.21,13.074,0.0,4.0,0.0,1.0,3.0,0.0,1.0,lean,1,1,2,-0.0
Ashanti,Obuasi Municipal,2023,2,2.31,2.667,-0.333,6.923,8.0,-0.3,20.77,24.0,-0.267,0,0,25.66,22.95,11.14,11.69,20.54,9.58,11.78,-5.43,13.101,0.0,4.0,3.0,0.0,4.0,1.0,1.0,lean,1,1,2,-0.0
Ashanti,Obuasi Municipal,2023,3,8.22,8.333,1.833,24.653,25.0,1.7,73.96,75.0,1.5,0,0,27.89,22.21,10.38,10.9,21.05,7.72,11.14,-6.82,2.459,0.0,5.0,2.0,0.0,4.0,0.0,1.0,planting_s1,0,1,2,-0.0
Ashanti,Obuasi Municipal,2023,4,4.993,4.0,21.267,14.98,12.0,19.133,44.933,36.0,17.033,0,0,23.22,22.28,8.74,8.24,19.68,7.2,10.38,-15.8,5.629,0.0,2.0,0.0,0.0,5.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2023,5,2.377,2.333,-2.2,7.14,7.0,-2.0,21.42,21.0,-1.767,0,0,21.95,21.48,8.77,8.87,21.2,6.65,8.74,0.34,8.087,0.0,2.0,0.0,1.0,2.0,0.0,0.0,growing_s1,0,1,1,0.0
Ashanti,Obuasi Municipal,2023,6,2.923,3.333,-11.167,8.767,10.0,-10.067,26.3,30.0,-8.933,0,0,24.36,22.44,9.42,8.73,22.82,7.41,8.77,7.41,11.897,0.0,3.0,0.0,0.0,2.0,1.0,1.0,growing_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2023,7,1.32,2.667,-45.4,3.957,8.0,-40.9,11.863,24.0,-36.333,0,1,24.42,21.56,9.71,9.37,20.25,8.46,9.42,3.08,3.565,0.0,2.0,0.0,1.0,3.0,0.0,0.0,harvest_s1,0,1,3,0.0
Ashanti,Obuasi Municipal,2023,8,2.973,4.0,-22.967,8.927,12.0,-20.667,26.777,36.0,-18.4,0,0,26.58,26.25,11.28,9.46,21.46,7.08,9.71,16.17,6.669,0.0,3.0,2.0,0.0,2.0,1.0,1.0,inter_season,0,1,3,0.0
Ashanti,Obuasi Municipal,2023,9,6.743,5.667,44.1,20.233,17.0,39.633,60.7,51.0,35.267,0,0,23.48,24.88,10.72,9.79,21.22,7.39,11.28,-4.96,10.665,0.0,4.0,0.0,0.0,3.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Obuasi Municipal,2023,10,22.943,18.0,30.9,68.823,54.0,27.8,206.463,162.0,24.7,0,0,23.49,24.97,10.32,8.9,21.26,7.65,10.72,-3.73,11.86,0.0,4.0,1.0,0.0,4.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Obuasi Municipal,2023,11,16.04,23.333,-37.933,48.12,70.0,-34.167,144.357,210.0,-30.367,0,0,25.68,22.89,9.54,8.49,21.3,7.67,10.32,-7.56,1.955,0.0,3.0,2.0,1.0,4.0,0.0,1.0,harvest_s2,0,1,2,-0.0
Ashanti,Obuasi Municipal,2023,12,31.11,25.0,19.133,93.333,75.0,17.2,280.0,225.0,15.3,0,0,27.02,24.43,11.3,10.5,22.21,7.86,9.54,18.45,14.042,0.0,3.0,0.0,0.0,3.0,1.0,1.0,lean,1,1,3,0.0
Ashanti,Obuasi Municipal,2024,1,3.615,3.75,14.875,10.848,11.25,13.375,32.535,33.75,11.9,0,0,27.07,26.3,12.47,13.39,20.33,9.36,11.3,10.35,13.31,0.0,1.0,0.0,0.0,3.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Obuasi Municipal,2024,2,2.99,3.5,-34.5,8.96,10.5,-31.05,26.885,31.5,-27.6,0,0,29.01,25.35,12.51,11.81,22.32,9.02,12.47,0.32,9.082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Obuasi Municipal,2024,3,6.967,7.0,0.9,20.91,21.0,0.825,62.735,63.0,0.725,0,0,26.11,22.63,10.46,10.9,21.72,7.84,12.51,-16.39,13.508,0.0,1.0,1.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,4,4.227,4.0,9.333,12.683,12.0,8.4,38.05,36.0,7.467,0,0,26.68,22.97,10.05,9.35,19.8,7.27,10.46,-3.92,8.686,0.0,2.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,5,2.017,2.333,-6.933,6.05,7.0,-6.233,18.153,21.0,-5.533,0,0,21.01,22.55,9.56,9.42,22.19,6.66,10.05,-4.88,6.939,0.0,1.0,0.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,6,3.197,3.0,8.033,9.593,9.0,7.233,28.78,27.0,6.433,0,0,24.1,23.99,8.85,9.21,21.97,7.42,9.56,-7.43,1.814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,7,4.023,2.667,49.1,12.07,8.0,44.167,36.213,24.0,39.3,0,0,25.5,24.96,10.41,8.96,20.96,7.42,8.85,17.63,13.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Obuasi Municipal,2024,8,4.06,7.333,-29.1,12.18,22.0,-26.167,36.54,66.0,-23.267,0,0,25.1,25.02,12.48,9.56,22.16,8.18,10.41,19.88,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,2,0.0
Ashanti,Obuasi Municipal,2024,9,4.467,4.333,-3.033,13.4,13.0,-2.733,40.197,39.0,-2.433,0,0,26.3,27.27,11.26,9.58,20.6,7.55,12.48,-9.78,16.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,10,20.457,27.0,-19.933,61.367,81.0,-17.9,184.103,243.0,-15.9,0,0,25.89,25.0,10.59,8.8,21.36,7.53,11.26,-5.95,16.133,0.0,2.0,0.0,1.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,11,22.813,20.0,11.267,68.44,60.0,10.167,205.313,180.0,9.0,0,0,22.0,25.97,10.53,8.14,22.23,7.06,10.59,-0.57,4.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Obuasi Municipal,2024,12,20.397,19.333,11.967,61.19,58.0,10.767,183.573,174.0,9.533,0,0,25.19,25.26,12.42,10.76,20.38,9.13,10.53,17.95,12.538,0.0,2.0,0.0,1.0,2.0,1.0,0.0,lean,1,1,3,0.0
Bono East,Pru East,2003,1,8.585,7.75,-9.4,25.758,23.25,-8.475,77.273,69.75,-7.55,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2003,2,31.51,31.5,1.0,94.535,94.5,0.9,283.615,283.5,0.8,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2003,3,19.117,20.0,-3.2,57.357,60.0,-2.9,172.077,180.0,-2.567,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2003,4,23.99,19.333,10.433,71.967,58.0,9.4,215.907,174.0,8.333,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2003,5,2.3,2.25,-1.65,6.898,6.75,-1.475,20.7,20.25,-1.325,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2003,6,8.807,8.333,-2.267,26.417,25.0,-2.067,79.253,75.0,-1.833,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2003,7,2.657,4.0,-28.967,7.973,12.0,-26.1,23.923,36.0,-23.2,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Bono East,Pru East,2003,8,1.95,3.333,-18.3,5.843,10.0,-16.5,17.527,30.0,-14.633,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Bono East,Pru East,2003,9,3.263,3.0,7.933,9.793,9.0,7.133,29.37,27.0,6.3,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2003,10,1.7,2.667,-34.967,5.097,8.0,-31.533,15.287,24.0,-28.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2003,11,3.49,3.0,20.633,10.47,9.0,18.567,31.41,27.0,16.533,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Bono East,Pru East,2003,12,5.567,6.667,-31.933,16.7,20.0,-28.733,50.097,60.0,-25.567,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Bono East,Pru East,2004,1,8.597,9.667,-13.1,25.787,29.0,-11.767,77.36,87.0,-10.5,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2004,2,22.877,27.667,-7.567,68.627,83.0,-6.867,205.873,249.0,-6.067,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2004,3,24.47,24.0,-0.667,73.41,72.0,-0.633,220.23,216.0,-0.533,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2004,4,9.647,10.0,-10.7,28.94,30.0,-9.633,86.82,90.0,-8.533,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2004,5,1.207,1.667,-36.333,3.62,5.0,-32.7,10.86,15.0,-29.067,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2004,6,7.127,8.333,-1.6,21.383,25.0,-1.433,64.143,75.0,-1.267,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2004,7,2.997,4.0,-18.5,8.993,12.0,-16.667,26.977,36.0,-14.8,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Bono East,Pru East,2004,8,2.64,3.333,-35.433,7.917,10.0,-31.9,23.757,30.0,-28.367,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Bono East,Pru East,2004,9,3.55,3.0,7.933,10.65,9.0,7.1,31.947,27.0,6.3,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2004,10,2.257,2.667,-12.467,6.767,8.0,-11.2,20.29,24.0,-9.933,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2004,11,3.517,3.0,11.267,10.55,9.0,10.133,31.65,27.0,9.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Bono East,Pru East,2004,12,4.948,5.75,-6.875,14.84,17.25,-6.175,44.52,51.75,-5.45,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2005,1,14.57,18.0,-10.3,43.707,54.0,-9.267,131.117,162.0,-8.233,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2005,2,30.13,27.5,13.2,90.39,82.5,11.85,271.175,247.5,10.55,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2005,3,24.695,22.5,4.3,74.085,67.5,3.875,222.25,202.5,3.45,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2005,4,3.643,4.667,0.167,10.927,14.0,0.167,32.78,42.0,0.133,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2005,5,2.647,2.667,-5.367,7.943,8.0,-4.833,23.837,24.0,-4.267,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2005,6,12.857,8.333,51.833,38.567,25.0,46.667,115.697,75.0,41.433,1,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,2,0.0
Bono East,Pru East,2005,7,2.15,4.0,-50.733,6.447,12.0,-45.667,19.333,36.0,-40.567,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,2,0.0
Bono East,Pru East,2005,8,2.637,2.333,8.667,7.91,7.0,7.8,23.733,21.0,6.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Bono East,Pru East,2005,9,3.95,3.333,16.333,11.86,10.0,14.7,35.58,30.0,13.1,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2005,10,3.87,2.667,35.467,11.613,8.0,31.9,34.843,24.0,28.367,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2005,11,4.227,4.0,1.067,12.677,12.0,0.933,38.027,36.0,0.833,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Bono East,Pru East,2005,12,5.61,5.667,13.1,16.837,17.0,11.767,50.513,51.0,10.467,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2006,1,14.98,18.0,-15.7,44.943,54.0,-14.167,134.83,162.0,-12.567,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2006,2,18.503,23.333,-21.3,55.51,70.0,-19.2,166.53,210.0,-17.033,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Bono East,Pru East,2006,3,27.71,25.0,17.533,83.13,75.0,15.767,249.393,225.0,14.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2006,4,5.563,4.667,-3.767,16.693,14.0,-3.4,50.077,42.0,-3.033,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Bono East,Pru East,2006,5,1.76,2.667,-37.333,5.283,8.0,-33.567,15.847,24.0,-29.833,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2006,6,9.663,8.333,6.1,28.99,25.0,5.5,86.96,75.0,4.867,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Bono East,Pru East,2006,7,3.733,4.0,-10.467,11.203,12.0,-9.4,33.6,36.0,-8.367,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Bono East,Pru East,2006,8,1.83,2.333,-13.567,5.487,7.0,-12.2,16.463,21.0,-10.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Bono East,Pru East,2006,9,1.88,3.333,-41.267,5.643,10.0,-37.133,16.933,30.0,-33.0,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,2,0.0
Bono East,Pru East,2006,10,3.393,2.667,30.867,10.183,8.0,27.767,30.55,24.0,24.7,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Bono East,Pru East,2006,11,4.09,4.0,14.867,12.273,12.0,13.4,36.82,36.0,11.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Bono East,Pru East,2006,12,6.102,6.25,1.45,18.31,18.75,1.3,54.927,56.25,1.2,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Bono East,Pru East,2007,1,28.673,27.0,-0.167,86.027,81.0,-0.167,258.073,243.0,-0.133,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
