event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA6110,2003-04-28,2003,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.4393,0.4724,2,Event recorded in Oti on 2003-04-28
GHA6111,2003-05-04,2003,Strategic developments,Strategic developments,Oti,Oti,Oti,7.8161,-0.0315,0,Event recorded in Oti on 2003-05-04
GHA6112,2003-05-26,2003,Protests,Protests,Oti,Oti,Oti,8.1331,0.1203,0,Event recorded in Oti on 2003-05-26
GHA6113,2003-06-02,2003,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.5896,0.2418,1,Event recorded in Oti on 2003-06-02
GHA6114,2003-07-04,2003,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0689,0.4437,0,Event recorded in Oti on 2003-07-04
GHA6115,2003-09-20,2003,Riots,Riots,Oti,Oti,Oti,7.9482,0.2348,0,Event recorded in Oti on 2003-09-20
GHA6116,2003-09-26,2003,Battles,Battles,Oti,Oti,Oti,8.1357,0.5538,0,Event recorded in Oti on 2003-09-26
GHA6117,2003-12-08,2003,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1571,-0.1585,0,Event recorded in Oti on 2003-12-08
GHA6118,2003-12-18,2003,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2114,-0.07,4,Event recorded in Oti on 2003-12-18
GHA6119,2003-12-25,2003,Protests,Protests,Oti,Oti,Oti,7.7501,0.1873,0,Event recorded in Oti on 2003-12-25
GHA6120,2004-01-15,2004,Protests,Protests,Oti,Oti,Oti,7.9817,0.3919,0,Event recorded in Oti on 2004-01-15
GHA6121,2004-01-16,2004,Protests,Protests,Oti,Oti,Oti,8.1028,-0.1111,0,Event recorded in Oti on 2004-01-16
GHA6122,2004-01-22,2004,Battles,Battles,Oti,Oti,Oti,8.0612,-0.0058,1,Event recorded in Oti on 2004-01-22
GHA6123,2004-03-19,2004,Protests,Protests,Oti,Oti,Oti,7.3728,0.3748,0,Event recorded in Oti on 2004-03-19
GHA6124,2004-04-07,2004,Protests,Protests,Oti,Oti,Oti,8.0127,0.2902,0,Event recorded in Oti on 2004-04-07
GHA6125,2004-04-23,2004,Riots,Riots,Oti,Oti,Oti,8.173,0.5871,0,Event recorded in Oti on 2004-04-23
GHA6126,2004-05-26,2004,Battles,Battles,Oti,Oti,Oti,8.356,0.539,3,Event recorded in Oti on 2004-05-26
GHA6127,2004-06-04,2004,Battles,Battles,Oti,Oti,Oti,7.7378,0.2444,3,Event recorded in Oti on 2004-06-04
GHA6128,2004-06-14,2004,Battles,Battles,Oti,Oti,Oti,7.8697,0.8275,2,Event recorded in Oti on 2004-06-14
GHA6129,2004-06-21,2004,Protests,Protests,Oti,Oti,Oti,8.3974,0.2365,0,Event recorded in Oti on 2004-06-21
GHA6130,2004-08-24,2004,Protests,Protests,Oti,Oti,Oti,8.4579,0.2546,0,Event recorded in Oti on 2004-08-24
GHA6131,2004-09-13,2004,Riots,Riots,Oti,Oti,Oti,8.3399,0.3406,0,Event recorded in Oti on 2004-09-13
GHA6132,2004-09-14,2004,Battles,Battles,Oti,Oti,Oti,7.8806,0.7917,2,Event recorded in Oti on 2004-09-14
GHA6133,2004-09-27,2004,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1499,0.0141,0,Event recorded in Oti on 2004-09-27
GHA6134,2004-10-14,2004,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.7383,0.4245,0,Event recorded in Oti on 2004-10-14
GHA6135,2004-10-27,2004,Battles,Battles,Oti,Oti,Oti,7.8656,0.4744,2,Event recorded in Oti on 2004-10-27
GHA6136,2004-11-06,2004,Protests,Protests,Oti,Oti,Oti,8.0877,0.0361,0,Event recorded in Oti on 2004-11-06
GHA6137,2004-12-05,2004,Strategic developments,Strategic developments,Oti,Oti,Oti,7.7877,0.6948,0,Event recorded in Oti on 2004-12-05
GHA6138,2004-12-09,2004,Strategic developments,Strategic developments,Oti,Oti,Oti,7.7129,-0.0856,0,Event recorded in Oti on 2004-12-09
GHA6139,2004-12-18,2004,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.6908,0.2629,0,Event recorded in Oti on 2004-12-18
GHA6140,2005-01-05,2005,Protests,Protests,Oti,Oti,Oti,8.2467,-0.19,0,Event recorded in Oti on 2005-01-05
GHA6141,2005-01-25,2005,Riots,Riots,Oti,Oti,Oti,8.4402,0.2688,0,Event recorded in Oti on 2005-01-25
GHA6142,2005-03-10,2005,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0851,0.4253,1,Event recorded in Oti on 2005-03-10
GHA6143,2005-03-12,2005,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.227,0.0548,0,Event recorded in Oti on 2005-03-12
GHA6144,2005-03-28,2005,Riots,Riots,Oti,Oti,Oti,8.2759,0.4231,0,Event recorded in Oti on 2005-03-28
GHA6145,2005-04-12,2005,Riots,Riots,Oti,Oti,Oti,8.0273,0.317,0,Event recorded in Oti on 2005-04-12
GHA6146,2005-04-17,2005,Riots,Riots,Oti,Oti,Oti,8.5632,0.1002,0,Event recorded in Oti on 2005-04-17
GHA6147,2005-06-06,2005,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.9773,0.8414,0,Event recorded in Oti on 2005-06-06
GHA6148,2005-06-17,2005,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.0477,0.4465,0,Event recorded in Oti on 2005-06-17
GHA6149,2005-07-12,2005,Protests,Protests,Oti,Oti,Oti,8.0688,0.4092,0,Event recorded in Oti on 2005-07-12
GHA6150,2005-08-03,2005,Strategic developments,Strategic developments,Oti,Oti,Oti,8.0448,-0.0753,0,Event recorded in Oti on 2005-08-03
GHA6151,2005-08-14,2005,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.7738,0.3305,0,Event recorded in Oti on 2005-08-14
GHA6152,2005-10-13,2005,Protests,Protests,Oti,Oti,Oti,7.9686,0.4312,0,Event recorded in Oti on 2005-10-13
GHA6153,2005-11-01,2005,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.3991,0.3315,0,Event recorded in Oti on 2005-11-01
GHA6154,2005-11-03,2005,Protests,Protests,Oti,Oti,Oti,8.0468,0.1847,0,Event recorded in Oti on 2005-11-03
GHA6155,2005-11-24,2005,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.9236,0.1481,3,Event recorded in Oti on 2005-11-24
GHA6156,2005-12-05,2005,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.1915,-0.0362,0,Event recorded in Oti on 2005-12-05
GHA6157,2006-01-13,2006,Strategic developments,Strategic developments,Oti,Oti,Oti,8.3134,0.2762,0,Event recorded in Oti on 2006-01-13
GHA6158,2006-01-16,2006,Battles,Battles,Oti,Oti,Oti,8.1189,0.0019,1,Event recorded in Oti on 2006-01-16
GHA6159,2006-03-02,2006,Protests,Protests,Oti,Oti,Oti,8.1485,0.0341,0,Event recorded in Oti on 2006-03-02
GHA6160,2006-03-25,2006,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.974,0.64,2,Event recorded in Oti on 2006-03-25
GHA6161,2006-04-03,2006,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.4421,0.488,2,Event recorded in Oti on 2006-04-03
GHA6162,2006-06-03,2006,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2013,0.2201,0,Event recorded in Oti on 2006-06-03
GHA6163,2006-08-03,2006,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.3372,0.1507,2,Event recorded in Oti on 2006-08-03
GHA6164,2006-08-14,2006,Strategic developments,Strategic developments,Oti,Oti,Oti,8.3386,-0.0111,0,Event recorded in Oti on 2006-08-14
GHA6165,2006-08-15,2006,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.6167,0.0729,0,Event recorded in Oti on 2006-08-15
GHA6166,2006-09-24,2006,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1606,0.1592,0,Event recorded in Oti on 2006-09-24
GHA6167,2006-10-03,2006,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.2727,0.5919,0,Event recorded in Oti on 2006-10-03
GHA6168,2006-12-07,2006,Battles,Battles,Oti,Oti,Oti,8.243,0.2137,2,Event recorded in Oti on 2006-12-07
GHA6169,2006-12-27,2006,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.3754,-0.0899,0,Event recorded in Oti on 2006-12-27
GHA6170,2007-01-18,2007,Protests,Protests,Oti,Oti,Oti,7.839,0.5202,0,Event recorded in Oti on 2007-01-18
GHA6171,2007-01-29,2007,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.4487,0.6085,0,Event recorded in Oti on 2007-01-29
GHA6172,2007-02-16,2007,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.8264,-0.0139,0,Event recorded in Oti on 2007-02-16
GHA6173,2007-02-22,2007,Protests,Protests,Oti,Oti,Oti,8.666,0.2378,0,Event recorded in Oti on 2007-02-22
GHA6174,2007-03-08,2007,Strategic developments,Strategic developments,Oti,Oti,Oti,8.6732,0.367,0,Event recorded in Oti on 2007-03-08
GHA6175,2007-03-28,2007,Strategic developments,Strategic developments,Oti,Oti,Oti,8.5892,-0.0914,0,Event recorded in Oti on 2007-03-28
GHA6176,2007-06-15,2007,Strategic developments,Strategic developments,Oti,Oti,Oti,7.6529,-0.0599,0,Event recorded in Oti on 2007-06-15
GHA6177,2007-06-25,2007,Battles,Battles,Oti,Oti,Oti,7.3837,0.0578,4,Event recorded in Oti on 2007-06-25
GHA6178,2007-09-29,2007,Strategic developments,Strategic developments,Oti,Oti,Oti,7.6886,0.5482,0,Event recorded in Oti on 2007-09-29
GHA6179,2007-10-22,2007,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.383,0.6974,0,Event recorded in Oti on 2007-10-22
GHA6180,2007-10-23,2007,Protests,Protests,Oti,Oti,Oti,8.0864,0.2043,0,Event recorded in Oti on 2007-10-23
GHA6181,2007-11-09,2007,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1035,0.1374,0,Event recorded in Oti on 2007-11-09
GHA6182,2007-11-12,2007,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.9515,0.2527,0,Event recorded in Oti on 2007-11-12
GHA6183,2007-12-02,2007,Protests,Protests,Oti,Oti,Oti,8.0903,-0.226,0,Event recorded in Oti on 2007-12-02
GHA6184,2007-12-19,2007,Battles,Battles,Oti,Oti,Oti,8.058,-0.3355,0,Event recorded in Oti on 2007-12-19
GHA6185,2007-12-27,2007,Riots,Riots,Oti,Oti,Oti,8.2047,0.0903,0,Event recorded in Oti on 2007-12-27
GHA6186,2008-01-01,2008,Protests,Protests,Oti,Oti,Oti,8.1105,0.1536,0,Event recorded in Oti on 2008-01-01
GHA6187,2008-01-05,2008,Riots,Riots,Oti,Oti,Oti,7.7264,0.0429,0,Event recorded in Oti on 2008-01-05
GHA6188,2008-01-18,2008,Battles,Battles,Oti,Oti,Oti,7.8935,0.4072,1,Event recorded in Oti on 2008-01-18
GHA6189,2008-01-19,2008,Protests,Protests,Oti,Oti,Oti,8.6809,0.1451,0,Event recorded in Oti on 2008-01-19
GHA6190,2008-02-11,2008,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0652,0.6139,0,Event recorded in Oti on 2008-02-11
GHA6191,2008-02-26,2008,Riots,Riots,Oti,Oti,Oti,7.8602,0.063,0,Event recorded in Oti on 2008-02-26
GHA6192,2008-03-03,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.9595,0.0106,0,Event recorded in Oti on 2008-03-03
GHA6193,2008-03-09,2008,Riots,Riots,Oti,Oti,Oti,7.6659,0.4711,0,Event recorded in Oti on 2008-03-09
GHA6194,2008-03-23,2008,Riots,Riots,Oti,Oti,Oti,8.2163,0.1063,0,Event recorded in Oti on 2008-03-23
GHA6195,2008-04-06,2008,Battles,Battles,Oti,Oti,Oti,8.1056,0.2007,2,Event recorded in Oti on 2008-04-06
GHA6196,2008-04-20,2008,Riots,Riots,Oti,Oti,Oti,7.901,-0.1144,0,Event recorded in Oti on 2008-04-20
GHA6197,2008-04-21,2008,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2634,0.593,0,Event recorded in Oti on 2008-04-21
GHA6198,2008-04-24,2008,Battles,Battles,Oti,Oti,Oti,7.8999,0.5008,1,Event recorded in Oti on 2008-04-24
GHA6199,2008-05-05,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.8073,0.1644,0,Event recorded in Oti on 2008-05-05
GHA6200,2008-05-13,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.0846,0.1775,0,Event recorded in Oti on 2008-05-13
GHA6201,2008-05-14,2008,Battles,Battles,Oti,Oti,Oti,8.1164,-0.0719,2,Event recorded in Oti on 2008-05-14
GHA6202,2008-05-17,2008,Battles,Battles,Oti,Oti,Oti,7.9293,-0.302,1,Event recorded in Oti on 2008-05-17
GHA6203,2008-05-28,2008,Strategic developments,Strategic developments,Oti,Oti,Oti,7.9793,0.8241,0,Event recorded in Oti on 2008-05-28
GHA6204,2008-06-06,2008,Protests,Protests,Oti,Oti,Oti,8.4598,0.1247,0,Event recorded in Oti on 2008-06-06
GHA6205,2008-06-18,2008,Strategic developments,Strategic developments,Oti,Oti,Oti,8.3936,0.0051,0,Event recorded in Oti on 2008-06-18
GHA6206,2008-06-19,2008,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.6175,0.1394,0,Event recorded in Oti on 2008-06-19
GHA6207,2008-06-24,2008,Battles,Battles,Oti,Oti,Oti,8.0941,-0.0198,1,Event recorded in Oti on 2008-06-24
GHA6208,2008-06-26,2008,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1384,0.3249,0,Event recorded in Oti on 2008-06-26
GHA6209,2008-07-07,2008,Protests,Protests,Oti,Oti,Oti,8.2819,0.1481,0,Event recorded in Oti on 2008-07-07
GHA6210,2008-07-09,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.7887,0.434,0,Event recorded in Oti on 2008-07-09
GHA6211,2008-07-25,2008,Battles,Battles,Oti,Oti,Oti,7.9501,0.5378,2,Event recorded in Oti on 2008-07-25
GHA6212,2008-08-04,2008,Protests,Protests,Oti,Oti,Oti,8.2689,0.191,0,Event recorded in Oti on 2008-08-04
GHA6213,2008-08-14,2008,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.086,0.2714,1,Event recorded in Oti on 2008-08-14
GHA6214,2008-08-15,2008,Battles,Battles,Oti,Oti,Oti,7.958,-0.1493,0,Event recorded in Oti on 2008-08-15
GHA6215,2008-08-25,2008,Riots,Riots,Oti,Oti,Oti,7.9144,0.6309,0,Event recorded in Oti on 2008-08-25
GHA6216,2008-09-02,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.0477,0.3634,0,Event recorded in Oti on 2008-09-02
GHA6217,2008-09-04,2008,Protests,Protests,Oti,Oti,Oti,7.9344,-0.0671,0,Event recorded in Oti on 2008-09-04
GHA6218,2008-09-06,2008,Battles,Battles,Oti,Oti,Oti,8.2146,0.2349,0,Event recorded in Oti on 2008-09-06
GHA6219,2008-10-05,2008,Protests,Protests,Oti,Oti,Oti,8.2671,0.3455,0,Event recorded in Oti on 2008-10-05
GHA6220,2008-11-12,2008,Protests,Protests,Oti,Oti,Oti,7.7908,0.2722,0,Event recorded in Oti on 2008-11-12
GHA6221,2008-11-13,2008,Battles,Battles,Oti,Oti,Oti,8.1041,-0.047,2,Event recorded in Oti on 2008-11-13
GHA6222,2008-12-09,2008,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1398,0.3816,0,Event recorded in Oti on 2008-12-09
GHA6223,2008-12-22,2008,Battles,Battles,Oti,Oti,Oti,8.348,0.7726,1,Event recorded in Oti on 2008-12-22
GHA6224,2008-12-23,2008,Battles,Battles,Oti,Oti,Oti,8.1811,0.1156,1,Event recorded in Oti on 2008-12-23
GHA6225,2008-12-24,2008,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3323,0.0909,0,Event recorded in Oti on 2008-12-24
GHA6226,2008-12-26,2008,Protests,Protests,Oti,Oti,Oti,8.4569,-0.1113,0,Event recorded in Oti on 2008-12-26
GHA6227,2008-12-27,2008,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8675,-0.328,0,Event recorded in Oti on 2008-12-27
GHA6228,2009-01-03,2009,Protests,Protests,Oti,Oti,Oti,8.4286,-0.3942,0,Event recorded in Oti on 2009-01-03
GHA6229,2009-02-12,2009,Protests,Protests,Oti,Oti,Oti,8.3867,-0.3246,0,Event recorded in Oti on 2009-02-12
GHA6230,2009-02-18,2009,Riots,Riots,Oti,Oti,Oti,8.4107,0.4753,0,Event recorded in Oti on 2009-02-18
GHA6231,2009-04-01,2009,Protests,Protests,Oti,Oti,Oti,8.4864,0.5843,0,Event recorded in Oti on 2009-04-01
GHA6232,2009-04-16,2009,Riots,Riots,Oti,Oti,Oti,8.1211,0.242,0,Event recorded in Oti on 2009-04-16
GHA6233,2009-04-22,2009,Protests,Protests,Oti,Oti,Oti,8.556,0.3145,0,Event recorded in Oti on 2009-04-22
GHA6234,2009-04-30,2009,Protests,Protests,Oti,Oti,Oti,8.0084,0.1888,0,Event recorded in Oti on 2009-04-30
GHA6235,2009-05-06,2009,Battles,Battles,Oti,Oti,Oti,7.9271,-0.0387,1,Event recorded in Oti on 2009-05-06
GHA6236,2009-05-08,2009,Riots,Riots,Oti,Oti,Oti,8.2671,0.5437,0,Event recorded in Oti on 2009-05-08
GHA6237,2009-07-16,2009,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0316,0.3019,1,Event recorded in Oti on 2009-07-16
GHA6238,2009-09-12,2009,Battles,Battles,Oti,Oti,Oti,8.4961,0.4288,4,Event recorded in Oti on 2009-09-12
GHA6239,2009-09-20,2009,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.4517,0.1905,0,Event recorded in Oti on 2009-09-20
GHA6240,2009-10-14,2009,Flood displacement event,Flood displacement event,Oti,Oti,Oti,7.9132,-0.0287,0,Event recorded in Oti on 2009-10-14
GHA6241,2010-01-08,2010,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8409,-0.1283,0,Event recorded in Oti on 2010-01-08
GHA6242,2010-03-21,2010,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.1598,-0.2313,3,Event recorded in Oti on 2010-03-21
GHA6243,2010-03-26,2010,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.1979,0.0618,0,Event recorded in Oti on 2010-03-26
GHA6244,2010-03-30,2010,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.301,-0.0659,0,Event recorded in Oti on 2010-03-30
GHA6245,2010-05-14,2010,Battles,Battles,Oti,Oti,Oti,8.5022,0.5856,3,Event recorded in Oti on 2010-05-14
GHA6246,2010-05-20,2010,Battles,Battles,Oti,Oti,Oti,8.1581,-0.0899,2,Event recorded in Oti on 2010-05-20
GHA6247,2010-05-21,2010,Protests,Protests,Oti,Oti,Oti,7.9772,0.4187,0,Event recorded in Oti on 2010-05-21
GHA6248,2010-07-01,2010,Battles,Battles,Oti,Oti,Oti,7.6509,0.4523,1,Event recorded in Oti on 2010-07-01
GHA6249,2010-07-12,2010,Strategic developments,Strategic developments,Oti,Oti,Oti,8.214,0.0294,0,Event recorded in Oti on 2010-07-12
GHA6250,2010-08-23,2010,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.4321,0.1383,0,Event recorded in Oti on 2010-08-23
GHA6251,2010-09-16,2010,Battles,Battles,Oti,Oti,Oti,7.643,0.1929,0,Event recorded in Oti on 2010-09-16
GHA6252,2010-09-18,2010,Battles,Battles,Oti,Oti,Oti,8.1212,0.0636,2,Event recorded in Oti on 2010-09-18
GHA6253,2010-10-02,2010,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0618,0.1969,0,Event recorded in Oti on 2010-10-02
GHA6254,2010-11-26,2010,Protests,Protests,Oti,Oti,Oti,8.0973,-0.1282,0,Event recorded in Oti on 2010-11-26
GHA6255,2010-12-18,2010,Strategic developments,Strategic developments,Oti,Oti,Oti,7.9951,-0.0991,0,Event recorded in Oti on 2010-12-18
GHA6256,2011-01-02,2011,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.206,0.231,0,Event recorded in Oti on 2011-01-02
GHA6257,2011-01-22,2011,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8826,0.6538,2,Event recorded in Oti on 2011-01-22
GHA6258,2011-01-27,2011,Riots,Riots,Oti,Oti,Oti,8.1413,-0.1217,0,Event recorded in Oti on 2011-01-27
GHA6259,2011-04-25,2011,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1746,0.2695,0,Event recorded in Oti on 2011-04-25
GHA6260,2011-06-05,2011,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,7.9687,0.1045,0,Event recorded in Oti on 2011-06-05
GHA6261,2011-06-19,2011,Protests,Protests,Oti,Oti,Oti,8.7589,-0.0933,0,Event recorded in Oti on 2011-06-19
GHA6262,2011-08-15,2011,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.1862,0.3634,0,Event recorded in Oti on 2011-08-15
GHA6263,2011-08-29,2011,Protests,Protests,Oti,Oti,Oti,7.9557,0.1927,0,Event recorded in Oti on 2011-08-29
GHA6264,2011-08-31,2011,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.1756,0.0613,0,Event recorded in Oti on 2011-08-31
GHA6265,2011-10-21,2011,Battles,Battles,Oti,Oti,Oti,8.4524,0.6507,1,Event recorded in Oti on 2011-10-21
GHA6266,2011-11-25,2011,Protests,Protests,Oti,Oti,Oti,8.674,0.4898,0,Event recorded in Oti on 2011-11-25
GHA6267,2012-01-09,2012,Protests,Protests,Oti,Oti,Oti,8.3929,-0.1411,0,Event recorded in Oti on 2012-01-09
GHA6268,2012-01-18,2012,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.147,0.3611,0,Event recorded in Oti on 2012-01-18
GHA6269,2012-01-22,2012,Riots,Riots,Oti,Oti,Oti,7.7982,0.4973,0,Event recorded in Oti on 2012-01-22
GHA6270,2012-03-05,2012,Riots,Riots,Oti,Oti,Oti,8.0134,0.4496,0,Event recorded in Oti on 2012-03-05
GHA6271,2012-03-15,2012,Riots,Riots,Oti,Oti,Oti,8.2637,0.2251,0,Event recorded in Oti on 2012-03-15
GHA6272,2012-03-17,2012,Riots,Riots,Oti,Oti,Oti,8.1636,0.3182,0,Event recorded in Oti on 2012-03-17
GHA6273,2012-03-18,2012,Riots,Riots,Oti,Oti,Oti,8.0853,-0.0949,0,Event recorded in Oti on 2012-03-18
GHA6274,2012-03-25,2012,Riots,Riots,Oti,Oti,Oti,8.1445,0.0014,0,Event recorded in Oti on 2012-03-25
GHA6275,2012-04-14,2012,Protests,Protests,Oti,Oti,Oti,8.5359,0.2217,0,Event recorded in Oti on 2012-04-14
GHA6276,2012-04-24,2012,Battles,Battles,Oti,Oti,Oti,8.1262,-0.0197,3,Event recorded in Oti on 2012-04-24
GHA6277,2012-04-26,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.8673,0.1545,0,Event recorded in Oti on 2012-04-26
GHA6278,2012-05-05,2012,Riots,Riots,Oti,Oti,Oti,8.149,0.3975,0,Event recorded in Oti on 2012-05-05
GHA6279,2012-05-06,2012,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3427,0.1429,0,Event recorded in Oti on 2012-05-06
GHA6280,2012-06-11,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.7586,0.5528,2,Event recorded in Oti on 2012-06-11
GHA6281,2012-06-16,2012,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.1222,-0.2829,0,Event recorded in Oti on 2012-06-16
GHA6282,2012-07-29,2012,Riots,Riots,Oti,Oti,Oti,7.5716,0.4758,0,Event recorded in Oti on 2012-07-29
GHA6283,2012-08-17,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,7.5516,-0.3406,0,Event recorded in Oti on 2012-08-17
GHA6284,2012-08-22,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0544,0.1152,2,Event recorded in Oti on 2012-08-22
GHA6285,2012-08-23,2012,Riots,Riots,Oti,Oti,Oti,8.1216,0.5529,0,Event recorded in Oti on 2012-08-23
GHA6286,2012-08-28,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.2676,0.4913,1,Event recorded in Oti on 2012-08-28
GHA6287,2012-09-16,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.177,0.1032,0,Event recorded in Oti on 2012-09-16
GHA6288,2012-09-23,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.697,0.4002,2,Event recorded in Oti on 2012-09-23
GHA6289,2012-10-04,2012,Explosions/Remote violence,Explosions/Remote violence,Oti,Oti,Oti,8.5817,0.2416,0,Event recorded in Oti on 2012-10-04
GHA6290,2012-10-14,2012,Protests,Protests,Oti,Oti,Oti,8.1206,0.5498,0,Event recorded in Oti on 2012-10-14
GHA6291,2012-10-21,2012,Battles,Battles,Oti,Oti,Oti,8.1949,0.4183,2,Event recorded in Oti on 2012-10-21
GHA6292,2012-10-25,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.5268,-0.0101,0,Event recorded in Oti on 2012-10-25
GHA6293,2012-11-01,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.2472,0.333,0,Event recorded in Oti on 2012-11-01
GHA6294,2012-11-11,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,8.0557,0.5508,3,Event recorded in Oti on 2012-11-11
GHA6295,2012-11-13,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.142,0.7526,0,Event recorded in Oti on 2012-11-13
GHA6296,2012-12-08,2012,Protests,Protests,Oti,Oti,Oti,7.5485,0.2202,0,Event recorded in Oti on 2012-12-08
GHA6297,2012-12-12,2012,Flood displacement event,Flood displacement event,Oti,Oti,Oti,8.3693,0.0626,0,Event recorded in Oti on 2012-12-12
GHA6298,2012-12-16,2012,Riots,Riots,Oti,Oti,Oti,7.7692,0.107,0,Event recorded in Oti on 2012-12-16
GHA6299,2012-12-21,2012,Battles,Battles,Oti,Oti,Oti,8.0936,0.465,2,Event recorded in Oti on 2012-12-21
GHA6300,2012-12-22,2012,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.6158,0.1835,1,Event recorded in Oti on 2012-12-22
GHA6301,2012-12-30,2012,Strategic developments,Strategic developments,Oti,Oti,Oti,8.1582,0.3399,0,Event recorded in Oti on 2012-12-30
GHA6302,2013-01-18,2013,Violence against civilians,Violence against civilians,Oti,Oti,Oti,7.8026,0.4742,2,Event recorded in Oti on 2013-01-18
GHA6303,2013-02-12,2013,Riots,Riots,Oti,Oti,Oti,7.5784,0.6712,0,Event recorded in Oti on 2013-02-12
GHA6304,2013-02-17,2013,Protests,Protests,Oti,Oti,Oti,7.9926,0.0168,0,Event recorded in Oti on 2013-02-17
GHA6305,2013-02-20,2013,Protests,Protests,Oti,Oti,Oti,8.2611,0.1211,0,Event recorded in Oti on 2013-02-20
GHA6306,2013-03-23,2013,Riots,Riots,Oti,Oti,Oti,7.9761,0.1125,0,Event recorded in Oti on 2013-03-23
GHA6307,2013-03-28,2013,Protests,Protests,Oti,Oti,Oti,7.7722,0.5047,0,Event recorded in Oti on 2013-03-28
GHA6308,2013-04-27,2013,Strategic developments,Strategic developments,Oti,Oti,Oti,7.6707,0.7595,0,Event recorded in Oti on 2013-04-27
GHA6309,2013-07-25,2013,Riots,Riots,Oti,Oti,Oti,8.4638,-0.1305,0,Event recorded in Oti on 2013-07-25
