date,admin1,admin2,market,category,commodity,unit,pricetype,currency,price,usdprice
2019-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.04,2.18
2019-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.44,2.35
2019-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.41,2.34
2019-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.99,2.28
2019-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.95,2.26
2019-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.37,2.31
2019-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.31,2.3
2019-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.7,2.46
2019-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.94,2.36
2019-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.78,2.33
2019-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.16,2.37
2020-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.92,2.34
2020-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,16.43,2.02
2020-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.3,2.25
2020-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.9,2.19
2020-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.84,2.3
2020-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.09,2.2
2020-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.23,2.33
2020-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.35,2.22
2020-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.41,2.46
2020-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.43,2.45
2020-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,17.57,2.1
2020-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.32,2.31
2021-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.64,2.22
2021-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.39,2.3
2021-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.78,2.34
2021-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.05,2.13
2021-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.41,2.17
2021-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.59,2.18
2021-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.95,2.22
2021-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.04,2.22
2021-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.4,2.37
2021-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.91,2.31
2021-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,18.89,2.18
2021-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.51,2.25
2022-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.92,2.52
2022-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,27.47,3.15
2022-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.05,2.86
2022-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,26.36,3.0
2022-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,26.2,2.98
2022-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.24,2.86
2022-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.35,2.53
2022-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,24.74,2.79
2022-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.99,2.92
2022-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.7,2.88
2022-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,27.04,3.02
2022-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,25.79,2.87
2023-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.61,2.51
2023-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.67,2.18
2023-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.37,2.36
2023-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.83,2.19
2023-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.93,2.41
2023-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.25,2.22
2023-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.25,2.1
2023-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,19.6,2.14
2023-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.74,2.25
2023-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.97,2.49
2023-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.17,2.4
2023-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.92,2.36
2024-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.44,2.31
2024-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.36,2.18
2024-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.64,2.21
2024-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.11,2.25
2024-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.08,2.24
2024-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.13,2.24
2024-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,20.87,2.21
2024-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.99,2.32
2024-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,21.22,2.23
2024-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.37,2.45
2024-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,23.43,2.45
2024-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Rice (local),KG,Retail,GHS,22.92,2.39
2003-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.63,1.88
2003-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.16,1.71
2003-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.05,1.98
2003-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.92,1.6
2003-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.99,1.61
2003-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.08,1.63
2003-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,4.95,1.57
2003-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.41,1.7
2003-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.78,1.81
2003-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.04,1.56
2003-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.23,1.61
2003-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.21,1.59
2004-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.6,2.0
2004-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.15,2.15
2004-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.47,1.93
2004-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.5,1.63
2004-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.54,1.63
2004-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,5.95,1.74
2004-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.23,1.81
2004-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.73,1.94
2004-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.61,1.89
2004-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.17,1.75
2004-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.19,1.74
2004-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.94,1.94
2005-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.1,2.25
2005-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.61,2.1
2005-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.54,2.07
2005-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.84,1.86
2005-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.35,1.99
2005-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.42,1.72
2005-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.99,1.86
2005-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.22,1.91
2005-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.17,2.15
2005-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.87,2.06
2005-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,6.97,1.81
2005-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.39,2.17
2006-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.94,2.29
2006-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.2,2.34
2006-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.15,2.06
2006-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.9,1.99
2006-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.2,2.05
2006-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.13,2.02
2006-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.4,2.07
2006-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.99,2.21
2006-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.72,2.37
2006-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.64,2.09
2006-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,7.69,1.85
2006-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.46,2.27
2007-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.86,2.35
2007-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.24,2.42
2007-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.68,2.28
2007-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.48,1.98
2007-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.53,1.98
2007-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.88,2.05
2007-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.36,2.15
2007-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.81,2.24
2007-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.57,2.17
2007-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.49,1.92
2007-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,8.83,1.98
2007-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.19,2.28
2008-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.27,2.73
2008-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.82,3.05
2008-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.28,2.92
2008-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.62,2.54
2008-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.07,2.62
2008-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.27,2.65
2008-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.6,2.92
2008-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.21,2.83
2008-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.19,3.02
2008-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.24,2.59
2008-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.96,2.52
2008-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.11,2.95
2009-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.7,2.44
2009-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.09,2.51
2009-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.22,2.52
2009-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.68,2.19
2009-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.73,1.99
2009-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.97,2.02
2009-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.78,2.18
2009-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.92,2.4
2009-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.48,2.3
2009-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,9.8,1.95
2009-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.07,2.19
2009-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.3,2.42
2010-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.5,2.45
2010-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.54,2.45
2010-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.64,2.65
2010-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.5,2.22
2010-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,11.52,2.22
2010-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.79,2.07
2010-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.26,2.34
2010-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.0,2.27
2010-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.93,2.44
2010-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.33,2.32
2010-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.36,1.94
2010-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.0,2.42
2011-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.79,2.55
2011-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.18,2.8
2011-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.99,2.57
2011-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.43,2.27
2011-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.91,2.35
2011-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,10.93,1.98
2011-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.06,2.53
2011-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.86,2.67
2011-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.4,2.39
2011-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.64,2.42
2011-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.75,2.26
2011-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.19,2.15
2012-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.31,2.69
2012-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.51,2.53
2012-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.87,2.41
2012-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.34,2.31
2012-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.74,2.2
2012-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.76,2.36
2012-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.26,2.27
2012-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.3,2.43
2012-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.67,2.66
2012-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.88,2.34
2012-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.01,2.19
2012-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.56,2.6
2013-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,16.94,2.82
2013-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,16.67,2.77
2013-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,16.66,2.75
2013-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.58,2.24
2013-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,13.4,2.2
2013-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.26,2.49
2013-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,12.49,2.03
2013-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.06,2.44
2013-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.74,2.38
2013-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,15.02,2.41
2013-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,14.68,2.35
2013-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,16.8,2.68
2014-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.31,3.07
2014-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.9,2.99
2014-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.63,2.78
2014-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.33,2.72
2014-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.22,2.85
2014-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,16.06,2.5
2014-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.49,2.71
2014-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.7,2.89
2014-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.27,2.81
2014-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.09,2.93
2014-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.99,2.75
2014-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.72,3.0
2015-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,21.95,3.33
2015-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,20.33,3.07
2015-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.03,2.86
2015-04-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.73,2.66
2015-05-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.72,2.64
2015-06-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.27,2.57
2015-07-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.15,2.84
2015-08-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.8,2.92
2015-09-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.46,2.71
2015-10-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,20.06,2.94
2015-11-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,17.52,2.56
2015-12-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,20.86,3.03
2016-01-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.96,2.75
2016-02-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,19.02,2.75
2016-03-01,Western,Western,Sekondi-Takoradi,Cereals and Tubers,Cowpeas,KG,Retail,GHS,18.19,2.62
