date,adm1_name,adm2_name,rfh,rfh_avg,rfq,r1h,r1h_avg,r1q,r3h,r3h_avg,r3q
2016-11-08,Oti,Dambai,2.36,8,-69.6,7.09,24,-62.6,21.26,72,-55.7
2016-11-18,Oti,Dambai,16.38,18,-9.0,49.13,54,-8.1,147.39,162,-7.2
2016-11-28,Oti,Dambai,18.92,28,-32.3,56.75,84,-29.1,170.24,252,-25.9
2016-12-08,Oti,Dambai,27.47,35,-21.5,82.4,105,-19.3,247.21,315,-17.2
2016-12-18,Oti,Dambai,26.0,20,29.8,77.99,60,26.9,233.98,180,23.9
2016-12-28,Oti,Dambai,7.54,15,-49.4,22.63,45,-44.5,67.88,135,-39.5
2017-01-07,Oti,Dambai,25.88,25,3.5,77.63,75,3.1,232.88,225,2.8
2017-01-17,Oti,Dambai,33.05,32,3.3,99.15,96,2.9,297.46,288,2.6
2017-01-27,Oti,Dambai,17.59,18,-2.3,52.76,54,-2.0,158.29,162,-1.8
2017-02-06,Oti,Dambai,8.33,8,4.0,24.98,24,3.6,74.94,72,3.2
2017-02-16,Oti,Dambai,0.65,4,-81.7,1.95,12,-73.5,5.86,36,-65.3
2017-02-26,Oti,Dambai,1.19,2,-38.6,3.57,6,-34.7,10.71,18,-30.8
2017-03-08,Oti,Dambai,2.16,1,105.2,6.47,3,94.7,19.42,9,84.2
2017-03-18,Oti,Dambai,0.8,2,-57.0,2.41,6,-51.3,7.23,18,-45.6
2017-03-28,Oti,Dambai,7.92,5,57.2,23.75,15,51.5,71.25,45,45.8
2017-04-07,Oti,Dambai,7.08,12,-40.7,21.23,36,-36.6,63.69,108,-32.6
2017-04-17,Oti,Dambai,4.18,8,-47.1,12.55,24,-42.4,37.64,72,-37.7
2017-04-27,Oti,Dambai,3.33,5,-32.7,10.0,15,-29.4,30.01,45,-26.1
2017-05-07,Oti,Dambai,4.41,3,45.5,13.23,9,41.0,39.7,27,36.4
2017-05-17,Oti,Dambai,3.18,4,-20.0,9.54,12,-18.0,28.63,36,-16.0
2017-05-27,Oti,Dambai,5.6,5,11.9,16.81,15,10.7,50.44,45,9.5
2017-06-06,Oti,Dambai,3.09,3,3.0,9.28,9,2.7,27.83,27,2.4
2017-06-16,Oti,Dambai,1.95,2,-2.6,5.84,6,-2.3,17.51,18,-2.1
2017-06-26,Oti,Dambai,3.27,2,60.7,9.82,6,54.6,29.47,18,48.5
2017-07-06,Oti,Dambai,3.96,3,31.1,11.89,9,28.0,35.68,27,24.9
2017-07-16,Oti,Dambai,2.29,4,-41.8,6.86,12,-37.6,20.57,36,-33.5
2017-07-26,Oti,Dambai,2.66,3,-11.1,7.97,9,-10.0,23.9,27,-8.9
2017-08-05,Oti,Dambai,3.74,2,83.0,11.23,6,74.7,33.69,18,66.4
2017-08-15,Oti,Dambai,3.4,3,12.9,10.2,9,11.6,30.6,27,10.3
2017-08-25,Oti,Dambai,1.12,3,-60.8,3.35,9,-54.7,10.04,27,-48.6
2017-09-04,Oti,Dambai,0.56,2,-68.4,1.69,6,-61.6,5.07,18,-54.7
2017-09-14,Oti,Dambai,5.34,4,32.6,16.01,12,29.3,48.02,36,26.1
2017-09-24,Oti,Dambai,7.4,6,23.0,22.21,18,20.7,66.64,54,18.4
2017-10-04,Oti,Dambai,8.78,12,-26.7,26.33,36,-24.0,78.98,108,-21.3
2017-10-14,Oti,Dambai,2.75,2,35.6,8.24,6,32.0,24.73,18,28.5
2017-10-24,Oti,Dambai,5.0,3,64.5,15.0,9,58.0,44.99,27,51.6
2017-11-03,Oti,Dambai,11.64,8,45.0,34.93,24,40.5,104.8,72,36.0
2017-11-13,Oti,Dambai,26.02,18,44.3,78.06,54,39.9,234.19,162,35.5
2017-11-23,Oti,Dambai,32.17,28,14.8,96.5,84,13.3,289.5,252,11.9
2017-12-03,Oti,Dambai,33.36,35,-4.7,100.07,105,-4.2,300.21,315,-3.7
2017-12-13,Oti,Dambai,17.79,20,-11.0,53.36,60,-9.9,160.08,180,-8.8
2017-12-23,Oti,Dambai,14.93,15,-0.5,44.78,45,-0.4,134.33,135,-0.4
2018-01-02,Oti,Dambai,19.09,25,-23.6,57.26,75,-21.2,171.78,225,-18.8
2018-01-12,Oti,Dambai,28.95,32,-9.5,86.84,96,-8.6,260.51,288,-7.6
2018-01-22,Oti,Dambai,24.38,18,35.2,73.13,54,31.7,219.38,162,28.2
2018-02-01,Oti,Dambai,3.98,8,-49.7,11.93,24,-44.7,35.8,72,-39.7
2018-02-11,Oti,Dambai,1.69,4,-56.4,5.07,12,-50.7,15.2,36,-45.1
2018-02-21,Oti,Dambai,2.83,2,39.5,8.49,6,35.6,25.47,18,31.6
2018-03-03,Oti,Dambai,0.74,1,-23.9,2.21,3,-21.5,6.64,9,-19.1
2018-03-13,Oti,Dambai,0.07,2,-91.7,0.22,6,-82.5,0.67,18,-73.4
2018-03-23,Oti,Dambai,4.89,5,-2.1,14.68,15,-1.9,44.03,45,-1.7
2018-04-02,Oti,Dambai,11.29,12,-5.9,33.86,36,-5.3,101.57,108,-4.7
2018-04-12,Oti,Dambai,6.92,8,-13.3,20.77,24,-12.0,62.3,72,-10.6
2018-04-22,Oti,Dambai,6.2,5,23.5,18.6,15,21.2,55.8,45,18.8
2018-05-02,Oti,Dambai,1.33,3,-53.8,4.0,9,-48.4,12.0,27,-43.0
2018-05-12,Oti,Dambai,4.02,4,0.5,12.06,12,0.4,36.18,36,0.4
2018-05-22,Oti,Dambai,4.63,5,-7.2,13.89,15,-6.5,41.68,45,-5.8
2018-06-01,Oti,Dambai,3.05,3,1.5,9.14,9,1.4,27.43,27,1.2
2018-06-11,Oti,Dambai,0.27,2,-82.5,0.8,6,-74.2,2.41,18,-66.0
2018-06-21,Oti,Dambai,1.48,2,-24.9,4.43,6,-22.4,13.3,18,-19.9
2018-07-01,Oti,Dambai,3.02,3,0.8,9.07,9,0.7,27.22,27,0.6
2018-07-11,Oti,Dambai,4.81,4,19.8,14.44,12,17.8,43.31,36,15.8
2018-07-21,Oti,Dambai,5.31,3,74.5,15.92,9,67.0,47.77,27,59.6
2018-07-31,Oti,Dambai,2.81,2,38.4,8.42,6,34.5,25.25,18,30.7
2018-08-10,Oti,Dambai,3.58,3,18.6,10.73,9,16.7,32.19,27,14.9
2018-08-20,Oti,Dambai,4.59,3,51.3,13.77,9,46.1,41.3,27,41.0
2018-08-30,Oti,Dambai,1.7,2,-14.5,5.09,6,-13.0,15.27,18,-11.6
2018-09-09,Oti,Dambai,6.33,4,56.9,18.99,12,51.2,56.98,36,45.5
2018-09-19,Oti,Dambai,8.24,6,36.7,24.72,18,33.0,74.15,54,29.4
2018-09-29,Oti,Dambai,10.44,12,-12.9,31.32,36,-11.6,93.95,108,-10.3
2018-10-09,Oti,Dambai,3.92,2,91.6,11.77,6,82.5,35.32,18,73.3
2018-10-19,Oti,Dambai,3.56,3,18.0,10.68,9,16.2,32.03,27,14.4
2018-10-29,Oti,Dambai,13.48,8,67.7,40.45,24,60.9,121.34,72,54.1
2018-11-08,Oti,Dambai,19.52,18,8.4,58.55,54,7.5,175.64,162,6.7
2018-11-18,Oti,Dambai,23.79,28,-15.0,71.36,84,-13.5,214.07,252,-12.0
2018-11-28,Oti,Dambai,27.9,35,-20.2,83.7,105,-18.2,251.1,315,-16.2
2018-12-08,Oti,Dambai,18.04,20,-9.7,54.13,60,-8.8,162.39,180,-7.8
2018-12-18,Oti,Dambai,12.57,15,-16.1,37.72,45,-14.5,113.15,135,-12.9
2018-12-28,Oti,Dambai,33.58,25,34.2,100.75,75,30.8,302.24,225,27.4
2019-01-07,Oti,Dambai,31.75,32,-0.8,95.26,96,-0.7,285.78,288,-0.6
2019-01-17,Oti,Dambai,9.93,18,-44.6,29.79,54,-40.1,89.37,162,-35.7
2019-01-27,Oti,Dambai,8.53,8,6.6,25.6,24,5.9,76.79,72,5.3
2019-02-06,Oti,Dambai,4.19,4,4.6,12.56,12,4.1,37.69,36,3.7
2019-02-16,Oti,Dambai,1.53,2,-22.3,4.59,6,-20.1,13.78,18,-17.9
2019-02-26,Oti,Dambai,1.2,1,18.2,3.6,3,16.4,10.81,9,14.6
2019-03-08,Oti,Dambai,1.96,2,-2.1,5.87,6,-1.9,17.6,18,-1.7
2019-03-18,Oti,Dambai,6.11,5,21.7,18.33,15,19.6,54.98,45,17.4
2019-03-28,Oti,Dambai,14.01,12,16.6,42.04,36,15.0,126.11,108,13.3
2019-04-07,Oti,Dambai,8.91,8,11.3,26.74,24,10.1,80.21,72,9.0
2019-04-17,Oti,Dambai,2.73,5,-44.6,8.18,15,-40.1,24.54,45,-35.7
2019-04-27,Oti,Dambai,5.65,3,85.4,16.95,9,76.9,50.84,27,68.4
2019-05-07,Oti,Dambai,1.67,4,-56.9,5.0,12,-51.2,14.99,36,-45.5
2019-05-17,Oti,Dambai,4.77,5,-4.4,14.32,15,-4.0,42.97,45,-3.5
2019-05-27,Oti,Dambai,1.63,3,-44.1,4.9,9,-39.7,14.69,27,-35.3
2019-06-06,Oti,Dambai,2.4,2,18.9,7.19,6,17.0,21.57,18,15.1
2019-06-16,Oti,Dambai,2.14,2,6.6,6.42,6,5.9,19.25,18,5.3
2019-06-26,Oti,Dambai,2.79,3,-6.8,8.37,9,-6.1,25.1,27,-5.4
2019-07-06,Oti,Dambai,6.28,4,55.5,18.83,12,50.0,56.49,36,44.4
2019-07-16,Oti,Dambai,4.39,3,44.7,13.16,9,40.2,39.47,27,35.8
2019-07-26,Oti,Dambai,1.67,2,-15.6,5.02,6,-14.0,15.06,18,-12.5
2019-08-05,Oti,Dambai,4.01,3,32.4,12.02,9,29.2,36.05,27,25.9
2019-08-15,Oti,Dambai,4.96,3,63.1,14.87,9,56.8,44.6,27,50.5
2019-08-25,Oti,Dambai,3.1,2,52.4,9.3,6,47.2,27.91,18,42.0
2019-09-04,Oti,Dambai,3.8,4,-5.0,11.39,12,-4.5,34.16,36,-4.0
2019-09-14,Oti,Dambai,2.82,6,-52.1,8.46,18,-46.9,25.37,54,-41.7
2019-09-24,Oti,Dambai,13.14,12,9.4,39.41,36,8.5,118.23,108,7.5
2019-10-04,Oti,Dambai,2.67,2,31.8,8.01,6,28.7,24.02,18,25.5
2019-10-14,Oti,Dambai,2.04,3,-31.0,6.11,9,-27.9,18.34,27,-24.8
2019-10-24,Oti,Dambai,8.06,8,0.7,24.17,24,0.6,72.51,72,0.6
2019-11-03,Oti,Dambai,17.59,18,-2.3,52.76,54,-2.1,158.27,162,-1.8
2019-11-13,Oti,Dambai,38.41,28,37.0,115.22,84,33.3,345.67,252,29.6
2019-11-23,Oti,Dambai,52.15,35,48.9,156.44,105,44.0,469.33,315,39.1
2019-12-03,Oti,Dambai,26.46,20,32.2,79.39,60,28.9,238.17,180,25.7
2019-12-13,Oti,Dambai,14.64,15,-2.4,43.91,45,-2.2,131.73,135,-1.9
2019-12-23,Oti,Dambai,32.75,25,30.9,98.24,75,27.8,294.72,225,24.7
2020-01-02,Oti,Dambai,37.51,32,17.2,112.54,96,15.5,337.63,288,13.7
2020-01-12,Oti,Dambai,17.63,18,-2.1,52.88,54,-1.9,158.63,162,-1.7
2020-01-22,Oti,Dambai,13.23,8,64.6,39.69,24,58.1,119.08,72,51.7
2020-02-01,Oti,Dambai,2.89,4,-27.0,8.68,12,-24.3,26.04,36,-21.6
2020-02-11,Oti,Dambai,2.6,2,28.8,7.81,6,25.9,23.44,18,23.0
2020-02-21,Oti,Dambai,1.63,1,57.2,4.89,3,51.5,14.67,9,45.8
2020-03-02,Oti,Dambai,1.71,2,-13.7,5.14,6,-12.3,15.41,18,-11.0
2020-03-12,Oti,Dambai,5.98,5,19.2,17.94,15,17.3,53.81,45,15.3
2020-03-22,Oti,Dambai,15.31,12,27.3,45.93,36,24.6,137.78,108,21.9
2020-04-01,Oti,Dambai,8.61,8,7.6,25.83,24,6.8,77.5,72,6.0
2020-04-11,Oti,Dambai,5.83,5,16.2,17.48,15,14.6,52.44,45,13.0
2020-04-21,Oti,Dambai,3.13,3,4.3,9.4,9,3.8,28.19,27,3.4
2020-05-01,Oti,Dambai,5.2,4,29.2,15.59,12,26.3,46.77,36,23.3
2020-05-11,Oti,Dambai,4.6,5,-7.9,13.8,15,-7.1,41.39,45,-6.3
2020-05-21,Oti,Dambai,2.61,3,-12.6,7.83,9,-11.3,23.49,27,-10.1
2020-05-31,Oti,Dambai,2.02,2,1.0,6.06,6,0.9,18.19,18,0.8
2020-06-10,Oti,Dambai,3.18,2,56.4,9.55,6,50.7,28.65,18,45.1
2020-06-20,Oti,Dambai,0.82,3,-70.5,2.45,9,-63.4,7.34,27,-56.4
2020-06-30,Oti,Dambai,2.64,4,-33.3,7.91,12,-29.9,23.72,36,-26.6
2020-07-10,Oti,Dambai,5.84,3,91.8,17.53,9,82.6,52.6,27,73.4
2020-07-20,Oti,Dambai,2.28,2,13.1,6.83,6,11.8,20.48,18,10.5
2020-07-30,Oti,Dambai,2.49,3,-16.4,7.47,9,-14.8,22.42,27,-13.1
2020-08-09,Oti,Dambai,3.99,3,32.1,11.98,9,28.8,35.94,27,25.6
2020-08-19,Oti,Dambai,1.21,2,-37.4,3.64,6,-33.6,10.93,18,-29.9
2020-08-29,Oti,Dambai,0.85,4,-76.9,2.54,12,-69.2,7.61,36,-61.5
2020-09-08,Oti,Dambai,6.71,6,11.6,20.13,18,10.5,60.39,54,9.3
2020-09-18,Oti,Dambai,9.44,12,-21.1,28.33,36,-19.0,84.98,108,-16.9
2020-09-28,Oti,Dambai,2.1,2,4.8,6.3,6,4.3,18.91,18,3.9
2020-10-08,Oti,Dambai,3.41,3,13.3,10.24,9,12.0,30.71,27,10.6
2020-10-18,Oti,Dambai,8.36,8,4.4,25.07,24,3.9,75.2,72,3.5
2020-10-28,Oti,Dambai,9.46,18,-47.2,28.37,54,-42.5,85.1,162,-37.8
2020-11-07,Oti,Dambai,28.2,28,0.7,84.59,84,0.6,253.77,252,0.6
2020-11-17,Oti,Dambai,39.11,35,11.7,117.34,105,10.5,352.01,315,9.4
2020-11-27,Oti,Dambai,12.3,20,-38.3,36.9,60,-34.5,110.7,180,-30.6
2020-12-07,Oti,Dambai,8.54,15,-42.8,25.63,45,-38.5,76.89,135,-34.2
2020-12-17,Oti,Dambai,17.78,25,-28.7,53.35,75,-25.9,160.06,225,-23.0
2020-12-27,Oti,Dambai,38.35,32,19.8,115.04,96,17.8,345.13,288,15.8
2021-01-06,Oti,Dambai,8.01,18,-55.2,24.03,54,-49.7,72.08,162,-44.2
2021-01-16,Oti,Dambai,10.07,8,25.6,30.22,24,23.0,90.67,72,20.5
2021-01-26,Oti,Dambai,4.59,4,14.3,13.76,12,12.9,41.29,36,11.5
2021-02-05,Oti,Dambai,1.74,2,-12.3,5.23,6,-11.0,15.68,18,-9.8
2021-02-15,Oti,Dambai,0.0,1,-90.9,0.0,3,-81.8,0.0,9,-72.7
2021-02-25,Oti,Dambai,1.2,2,-37.9,3.61,6,-34.1,10.83,18,-30.3
2021-03-07,Oti,Dambai,6.37,5,26.8,19.1,15,24.1,57.31,45,21.5
2021-03-17,Oti,Dambai,16.4,12,36.4,49.2,36,32.7,147.59,108,29.1
2021-03-27,Oti,Dambai,5.42,8,-31.8,16.26,24,-28.6,48.79,72,-25.5
2021-04-06,Oti,Dambai,7.0,5,39.2,20.99,15,35.3,62.98,45,31.3
2021-04-16,Oti,Dambai,3.86,3,27.7,11.57,9,24.9,34.72,27,22.1
2021-04-26,Oti,Dambai,3.99,4,-0.3,11.97,12,-0.2,35.91,36,-0.2
2021-05-06,Oti,Dambai,3.71,5,-25.3,11.13,15,-22.8,33.38,45,-20.3
2021-05-16,Oti,Dambai,2.27,3,-23.4,6.82,9,-21.1,20.46,27,-18.8
2021-05-26,Oti,Dambai,3.82,2,86.8,11.47,6,78.1,34.41,18,69.4
2021-06-05,Oti,Dambai,2.18,2,8.5,6.54,6,7.6,19.61,18,6.8
2021-06-15,Oti,Dambai,4.66,3,53.6,13.99,9,48.3,41.96,27,42.9
2021-06-25,Oti,Dambai,4.36,4,8.8,13.09,12,8.0,39.26,36,7.1
2021-07-05,Oti,Dambai,2.43,3,-18.3,7.3,9,-16.4,21.91,27,-14.6
2021-07-15,Oti,Dambai,2.58,2,27.8,7.75,6,25.0,23.26,18,22.3
2021-07-25,Oti,Dambai,5.7,3,87.0,17.09,9,78.3,51.28,27,69.6
2021-08-04,Oti,Dambai,2.19,3,-26.0,6.58,9,-23.4,19.75,27,-20.8
2021-08-14,Oti,Dambai,2.91,2,43.5,8.74,6,39.2,26.22,18,34.8
2021-08-24,Oti,Dambai,4.29,4,7.0,12.86,12,6.3,38.57,36,5.6
2021-09-03,Oti,Dambai,3.1,6,-47.5,9.3,18,-42.8,27.91,54,-38.0
2021-09-13,Oti,Dambai,6.85,12,-42.6,20.55,36,-38.3,61.64,108,-34.1
2021-09-23,Oti,Dambai,1.55,2,-21.5,4.64,6,-19.4,13.93,18,-17.2
2021-10-03,Oti,Dambai,3.43,3,14.0,10.3,9,12.6,30.91,27,11.2
2021-10-13,Oti,Dambai,10.2,8,27.1,30.59,24,24.4,91.76,72,21.7
2021-10-23,Oti,Dambai,10.15,18,-43.4,30.44,54,-39.1,91.31,162,-34.7
2021-11-02,Oti,Dambai,32.9,28,17.4,98.69,84,15.7,296.06,252,13.9
2021-11-12,Oti,Dambai,33.9,35,-3.1,101.71,105,-2.8,305.14,315,-2.5
2021-11-22,Oti,Dambai,20.02,20,0.1,60.05,60,0.1,180.16,180,0.1
2021-12-02,Oti,Dambai,17.5,15,16.6,52.5,45,14.9,157.51,135,13.3
2021-12-12,Oti,Dambai,36.79,25,47.0,110.36,75,42.3,331.08,225,37.6
2021-12-22,Oti,Dambai,34.58,32,8.0,103.74,96,7.2,311.23,288,6.4
2022-01-01,Oti,Dambai,11.22,18,-37.5,33.65,54,-33.7,100.95,162,-30.0
2022-01-11,Oti,Dambai,7.53,8,-5.8,22.6,24,-5.2,67.79,72,-4.6
2022-01-21,Oti,Dambai,5.28,4,31.2,15.83,12,28.1,47.5,36,24.9
2022-01-31,Oti,Dambai,2.89,2,42.1,8.66,6,37.9,25.97,18,33.7
2022-02-10,Oti,Dambai,1.5,1,45.4,4.5,3,40.9,13.49,9,36.3
2022-02-20,Oti,Dambai,1.49,2,-24.3,4.47,6,-21.9,13.41,18,-19.4
2022-03-02,Oti,Dambai,2.61,5,-46.9,7.82,15,-42.2,23.46,45,-37.5
2022-03-12,Oti,Dambai,14.06,12,17.1,42.19,36,15.3,126.57,108,13.6
2022-03-22,Oti,Dambai,4.96,8,-37.5,14.89,24,-33.7,44.68,72,-30.0
2022-04-01,Oti,Dambai,6.21,5,23.8,18.64,15,21.4,55.91,45,19.0
2022-04-11,Oti,Dambai,3.87,3,28.0,11.6,9,25.2,34.8,27,22.4
2022-04-21,Oti,Dambai,3.3,4,-17.1,9.9,12,-15.4,29.69,36,-13.7
2022-05-01,Oti,Dambai,4.8,5,-3.9,14.41,15,-3.5,43.23,45,-3.1
2022-05-11,Oti,Dambai,3.25,3,8.0,9.75,9,7.2,29.24,27,6.4
2022-05-21,Oti,Dambai,1.39,2,-29.3,4.16,6,-26.3,12.47,18,-23.4
2022-05-31,Oti,Dambai,0.62,2,-65.8,1.85,6,-59.2,5.56,18,-52.6
2022-06-10,Oti,Dambai,2.95,3,-1.6,8.85,9,-1.4,26.56,27,-1.3
2022-06-20,Oti,Dambai,4.1,4,2.4,12.29,12,2.1,36.88,36,1.9
2022-06-30,Oti,Dambai,4.7,3,54.9,14.1,9,49.4,42.31,27,43.9
2022-07-10,Oti,Dambai,1.22,2,-37.2,3.65,6,-33.5,10.96,18,-29.8
2022-07-20,Oti,Dambai,4.34,3,43.1,13.01,9,38.8,39.02,27,34.5
2022-07-30,Oti,Dambai,1.57,3,-46.3,4.7,9,-41.6,14.1,27,-37.0
2022-08-09,Oti,Dambai,0.66,2,-64.0,1.97,6,-57.6,5.9,18,-51.2
2022-08-19,Oti,Dambai,3.55,4,-11.0,10.65,12,-9.9,31.94,36,-8.8
2022-08-29,Oti,Dambai,4.12,6,-30.8,12.35,18,-27.8,37.06,54,-24.7
2022-09-08,Oti,Dambai,7.24,12,-39.3,21.73,36,-35.4,65.2,108,-31.4
2022-09-18,Oti,Dambai,3.94,2,92.6,11.83,6,83.3,35.5,18,74.1
2022-09-28,Oti,Dambai,2.44,3,-18.2,7.31,9,-16.4,21.92,27,-14.6
2022-10-08,Oti,Dambai,13.78,8,71.3,41.33,24,64.2,124.0,72,57.1
2022-10-18,Oti,Dambai,13.03,18,-27.5,39.08,54,-24.7,117.24,162,-22.0
2022-10-28,Oti,Dambai,15.19,28,-45.6,45.56,84,-41.0,136.67,252,-36.5
2022-11-07,Oti,Dambai,46.94,35,34.0,140.83,105,30.6,422.5,315,27.2
2022-11-17,Oti,Dambai,16.0,20,-19.9,48.01,60,-17.9,144.03,180,-15.9
2022-11-27,Oti,Dambai,15.59,15,3.9,46.77,45,3.5,140.31,135,3.1
2022-12-07,Oti,Dambai,15.85,25,-36.5,47.55,75,-32.8,142.65,225,-29.2
2022-12-17,Oti,Dambai,31.68,32,-1.0,95.03,96,-0.9,285.08,288,-0.8
2022-12-27,Oti,Dambai,11.14,18,-37.9,33.43,54,-34.1,100.28,162,-30.3
2023-01-06,Oti,Dambai,7.82,8,-2.3,23.45,24,-2.1,70.34,72,-1.8
2023-01-16,Oti,Dambai,3.29,4,-17.3,9.87,12,-15.6,29.6,36,-13.9
2023-01-26,Oti,Dambai,2.23,2,11.0,6.69,6,9.9,20.07,18,8.8
2023-02-05,Oti,Dambai,1.47,1,42.7,4.41,3,38.4,13.22,9,34.1
2023-02-15,Oti,Dambai,2.24,2,11.5,6.72,6,10.3,20.17,18,9.2
2023-02-25,Oti,Dambai,5.79,5,15.5,17.37,15,13.9,52.1,45,12.4
2023-03-07,Oti,Dambai,11.62,12,-3.2,34.86,36,-2.8,104.57,108,-2.5
2023-03-17,Oti,Dambai,6.91,8,-13.4,20.74,24,-12.1,62.21,72,-10.7
2023-03-27,Oti,Dambai,5.82,5,16.1,17.47,15,14.5,52.4,45,12.9
2023-04-06,Oti,Dambai,2.86,3,-4.5,8.58,9,-4.0,25.75,27,-3.6
2023-04-16,Oti,Dambai,3.89,4,-2.7,11.67,12,-2.4,35.01,36,-2.1
2023-04-26,Oti,Dambai,5.7,5,13.6,17.09,15,12.3,51.26,45,10.9
2023-05-06,Oti,Dambai,1.71,3,-41.7,5.13,9,-37.5,15.38,27,-33.3
2023-05-16,Oti,Dambai,3.43,2,68.1,10.29,6,61.3,30.87,18,54.5
2023-05-26,Oti,Dambai,1.75,2,-11.9,5.25,6,-10.7,15.76,18,-9.5
2023-06-05,Oti,Dambai,3.16,3,5.0,9.47,9,4.5,28.4,27,4.0
2023-06-15,Oti,Dambai,3.93,4,-1.6,11.8,12,-1.5,35.4,36,-1.3
2023-06-25,Oti,Dambai,3.82,3,26.3,11.45,9,23.7,34.34,27,21.1
2023-07-05,Oti,Dambai,2.34,2,16.2,7.02,6,14.5,21.05,18,12.9
2023-07-15,Oti,Dambai,2.94,3,-2.0,8.81,9,-1.8,26.44,27,-1.6
2023-07-25,Oti,Dambai,4.81,3,58.4,14.43,9,52.6,43.3,27,46.7
2023-08-04,Oti,Dambai,0.0,2,-95.2,0.0,6,-85.7,0.0,18,-76.2
2023-08-14,Oti,Dambai,5.86,4,45.5,17.59,12,40.9,52.78,36,36.4
2023-08-24,Oti,Dambai,7.84,6,30.2,23.52,18,27.2,70.56,54,24.1
2023-09-03,Oti,Dambai,5.57,12,-53.1,16.72,36,-47.8,50.17,108,-42.5
2023-09-13,Oti,Dambai,2.93,2,44.3,8.79,6,39.8,26.36,18,35.4
2023-09-23,Oti,Dambai,4.32,3,42.7,12.97,9,38.4,38.91,27,34.1
2023-10-03,Oti,Dambai,9.4,8,17.3,28.21,24,15.6,84.64,72,13.9
2023-10-13,Oti,Dambai,10.2,18,-43.1,30.61,54,-38.8,91.84,162,-34.5
2023-10-23,Oti,Dambai,33.12,28,18.2,99.36,84,16.4,298.08,252,14.6
2023-11-02,Oti,Dambai,44.32,35,26.5,132.95,105,23.9,398.85,315,21.2
2023-11-12,Oti,Dambai,16.85,20,-15.7,50.56,60,-14.1,151.68,180,-12.5
2023-11-22,Oti,Dambai,16.87,15,12.4,50.62,45,11.2,151.87,135,9.9
2023-12-02,Oti,Dambai,22.62,25,-9.5,67.85,75,-8.5,203.54,225,-7.6
2023-12-12,Oti,Dambai,39.53,32,23.4,118.58,96,21.1,355.73,288,18.8
2023-12-22,Oti,Dambai,16.43,18,-8.7,49.3,54,-7.8,147.89,162,-6.9
2024-01-01,Oti,Dambai,6.55,8,-17.9,19.65,24,-16.1,58.95,72,-14.3
2024-01-11,Oti,Dambai,3.94,4,-1.4,11.82,12,-1.3,35.47,36,-1.2
2024-01-21,Oti,Dambai,0.66,2,-63.9,1.98,6,-57.5,5.93,18,-51.1
2024-01-31,Oti,Dambai,0.9,1,-9.4,2.69,3,-8.5,8.06,9,-7.6
2024-02-10,Oti,Dambai,2.36,2,17.2,7.09,6,15.5,21.26,18,13.8
2024-02-20,Oti,Dambai,6.52,5,29.9,19.57,15,26.9,58.7,45,23.9
2024-03-01,Oti,Dambai,12.87,12,7.2,38.61,36,6.5,115.84,108,5.8
2024-03-11,Oti,Dambai,4.42,8,-44.2,13.26,24,-39.8,39.77,72,-35.4
2024-03-21,Oti,Dambai,7.37,5,46.4,22.1,15,41.8,66.3,45,37.1
2024-03-31,Oti,Dambai,4.8,3,57.9,14.39,9,52.1,43.16,27,46.3
2024-04-10,Oti,Dambai,4.17,4,4.1,12.51,12,3.7,37.52,36,3.3
2024-04-20,Oti,Dambai,3.68,5,-25.8,11.05,15,-23.2,33.16,45,-20.6
2024-04-30,Oti,Dambai,2.34,3,-21.4,7.01,9,-19.3,21.02,27,-17.1
2024-05-10,Oti,Dambai,1.8,2,-9.7,5.39,6,-8.7,16.17,18,-7.8
2024-05-20,Oti,Dambai,2.28,2,13.3,6.84,6,11.9,20.51,18,10.6
2024-05-30,Oti,Dambai,2.62,3,-12.3,7.86,9,-11.0,23.57,27,-9.8
2024-06-09,Oti,Dambai,2.71,4,-31.4,8.14,12,-28.3,24.41,36,-25.1
2024-06-19,Oti,Dambai,4.28,3,41.3,12.84,9,37.1,38.51,27,33.0
2024-06-29,Oti,Dambai,2.26,2,12.3,6.77,6,11.0,20.32,18,9.8
2024-07-09,Oti,Dambai,1.68,3,-42.4,5.05,9,-38.2,15.16,27,-33.9
2024-07-19,Oti,Dambai,3.36,3,11.7,10.09,9,10.6,30.28,27,9.4
2024-07-29,Oti,Dambai,2.16,2,7.7,6.49,6,6.9,19.46,18,6.2
2024-08-08,Oti,Dambai,2.92,4,-26.3,8.77,12,-23.6,26.31,36,-21.0
2024-08-18,Oti,Dambai,8.39,6,39.2,25.17,18,35.3,75.51,54,31.3
2024-08-28,Oti,Dambai,12.47,12,3.9,37.42,36,3.5,112.25,108,3.1
2024-09-07,Oti,Dambai,1.78,2,-10.3,5.35,6,-9.3,16.05,18,-8.3
2024-09-17,Oti,Dambai,2.9,3,-3.4,8.69,9,-3.0,26.06,27,-2.7
2024-09-27,Oti,Dambai,9.11,8,13.7,27.33,24,12.3,81.99,72,11.0
2024-10-07,Oti,Dambai,17.64,18,-2.0,52.92,54,-1.8,158.75,162,-1.6
2024-10-17,Oti,Dambai,27.4,28,-2.1,82.19,84,-1.9,246.56,252,-1.7
2024-10-27,Oti,Dambai,44.86,35,28.1,134.58,105,25.3,403.74,315,22.5
2024-11-06,Oti,Dambai,12.2,20,-38.8,36.6,60,-34.9,109.79,180,-31.0
